"initial_creation_date","last_change_date","material","material_9","material_7","ai","mat_description","mat_description_eng","plant","planner","replenishment_type","rounding_value","lot_size","minimum_lot_size","safety_time_days","safety_time_ind","leadtime_hours","planning_time_fence","planned_delivery_time","safety_stock","unit_of_quantity","length","width","height","uom_lwh","volume","unit_of_volume","gross_weight","net_weight","unit_of_weight","stacking_factor","material_group","run_out_date","proc_type","part_type","character","init_upg","init_use_type","procurement_type","storage_location","bwd_consumption_per","fwd_consumption_per","pps_planning_calendar","factory_calendar","mrp_group","mixed_mrp","strategy_group","consumption_mode","abc_indicator","spab_indicator","status","status_valid_from","bulk_material","omb_part","warehouse_number","storage_type_stock_placement","storage_type_stock_removement","release","release_date","release_type","release_action_code","active_material","plant_calendar","document_number","sid_client","snapdate","snaptimestamp","load_date","load_timestamp","_load_date"
"2020-05-13","2021-06-15","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000296299630","PTGP010","2021-06-15","2021-06-15 13:01:08.000","2021-06-15","2021-06-15 18:02:28.000","2021-06-15"
"2020-05-13","2021-06-15","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","309","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000296299630","PTGP010","2021-06-15","2021-06-15 13:01:08.000","2021-06-15","2021-06-15 18:02:28.000","2021-06-15"
"2020-05-13","2021-06-15","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","309","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000296301232","PTGP010","2021-06-15","2021-06-15 13:01:41.000","2021-06-15","2021-06-15 18:02:30.000","2021-06-15"
"2020-05-13","2021-03-25","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000276944666","PTGP010","2021-03-25","2021-03-25 21:50:06.000","2021-05-25","2021-05-25 03:21:08.000","2021-05-25"
"2020-05-13","2021-03-25","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000276944666","PTGP010","2021-03-25","2021-03-25 21:50:06.000","2021-05-25","2021-05-25 03:21:08.000","2021-05-25"
"2020-05-13","2021-03-25","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000276943366","PTGP010","2021-03-25","2021-03-25 21:10:05.000","2021-05-25","2021-05-25 03:21:04.000","2021-05-25"
"2020-05-13","2021-03-25","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000276943366","PTGP010","2021-03-25","2021-03-25 21:10:05.000","2021-05-25","2021-05-25 03:21:04.000","2021-05-25"
"2018-11-14","2021-07-16","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","MC10","145","PD","0.0000","TB","0.0000","00","",,"1","1","0.0000","EA","0.0000","0.0000","0.0000","","0.0000","","253.0000","253.0000","GRM","0","PRODPART",,,,,,,"F","","0","0","A0",,"","","","","B",,"S",,"",,"105","","",,,,,,,"0000000808643600","MCPCLNT001","2021-07-17","2021-07-17 04:01:16.000","2021-07-18","2021-07-18 23:04:50.000","2021-07-18"
"2018-11-14","2021-07-16","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","MC10","145","PD","0.0000","TB","0.0000","00","",,"1","1","0.0000","EA","0.0000","0.0000","0.0000","","0.0000","","253.0000","253.0000","GRM","0","PRODPART",,,,,,,"F","","0","0","A0",,"","","","","B",,"S",,"",,"202","","",,,,,,,"0000000808643600","MCPCLNT001","2021-07-17","2021-07-17 04:01:16.000","2021-07-18","2021-07-18 23:04:50.000","2021-07-18"
"2020-05-13","2021-07-19","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","309","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000304106482","PTGP010","2021-07-19","2021-07-19 22:41:46.000","2021-07-20","2021-07-20 03:03:44.000","2021-07-20"
"2020-05-13","2021-07-19","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000304106482","PTGP010","2021-07-19","2021-07-19 22:41:46.000","2021-07-20","2021-07-20 03:03:44.000","2021-07-20"
"2020-05-13","2021-08-18","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000310617121","PTGP010","2021-08-18","2021-08-18 11:20:06.000","2021-08-18","2021-08-18 16:02:12.000","2021-08-18"
"2020-05-13","2021-08-18","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000310618500","PTGP010","2021-08-18","2021-08-18 11:15:05.000","2021-08-18","2021-08-18 16:02:12.000","2021-08-18"
"2020-05-13","2021-08-18","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000310617121","PTGP010","2021-08-18","2021-08-18 11:20:06.000","2021-08-18","2021-08-18 16:02:12.000","2021-08-18"
"2020-05-13","2021-10-28","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","264.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000325892478","PTGP010","2021-10-28","2021-10-28 10:43:02.000","2021-10-28","2021-10-28 15:02:18.000","2021-10-28"
"2020-05-13","2021-10-28","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","264.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000325893098","PTGP010","2021-10-28","2021-10-28 10:50:04.000","2021-10-28","2021-10-28 15:02:17.000","2021-10-28"
"2020-05-13","2021-10-28","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000325893098","PTGP010","2021-10-28","2021-10-28 10:50:04.000","2021-10-28","2021-10-28 15:02:17.000","2021-10-28"
"2020-05-13","2020-06-16","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000221294464","PTGP010","2020-06-16","2020-06-16 08:50:05.000","2021-05-24","2021-05-24 19:14:20.000","2021-05-24"
"2020-05-13","2020-05-13","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210574027","PTGP010","2020-05-13","2020-05-13 18:03:10.000","2021-05-24","2021-05-24 19:24:49.000","2021-05-24"
"2020-05-13","2020-09-16","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","910","S1","8.0000","PK","0.0000","050","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000237266544","PTGP010","2020-09-16","2020-09-16 14:01:12.000","2021-05-24","2021-05-24 19:13:14.000","2021-05-24"
"2020-05-13","2020-05-13","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210626887","PTGP010","2020-05-13","2020-05-13 21:31:53.000","2021-05-24","2021-05-24 19:29:00.000","2021-05-24"
"2020-05-13","2020-05-26","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000214517086","PTGP010","2020-05-26","2020-05-26 01:33:02.000","2021-05-24","2021-05-24 19:17:20.000","2021-05-24"
"2020-05-13","2020-05-13","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000210626887","PTGP010","2020-05-13","2020-05-13 21:31:53.000","2021-05-24","2021-05-24 19:29:00.000","2021-05-24"
"2018-11-14","2020-12-28","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","MC10","048","PD","0.0000","TB","0.0000","00","",,"1","1","0.0000","EA","0.0000","0.0000","0.0000","","0.0000","","251.0000","251.0000","GRM","0","PRODPART",,,,,,,"F","","0","0","",,"","","","","B",,"S",,"",,"202","","",,,,,,,"0000000756643568","MCPCLNT001","2021-01-14","2021-01-14 07:38:52.000","2021-05-24","2021-05-24 19:34:17.000","2021-05-24"
"2020-05-13","2020-10-13","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","912","S1","8.0000","PK","0.0000","040","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000242095418","PTGP010","2020-10-13","2020-10-13 07:13:02.000","2021-05-24","2021-05-24 19:16:47.000","2021-05-24"
"2020-05-13","2020-06-17","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000221671461","PTGP010","2020-06-17","2020-06-17 15:03:15.000","2021-05-24","2021-05-24 19:28:59.000","2021-05-24"
"2020-05-13","2020-06-18","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000222037488","PTGP010","2020-06-18","2020-06-18 23:11:07.000","2021-05-24","2021-05-24 19:28:31.000","2021-05-24"
"2020-05-13","2021-02-11","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","312","S1","8.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2540","0.2540","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000266996651","PTGP010","2021-02-11","2021-02-11 16:37:02.000","2021-05-24","2021-05-24 19:20:51.000","2021-05-24"
"2020-05-13","2020-05-13","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000210611568","PTGP010","2020-05-13","2020-05-13 21:23:23.000","2021-05-24","2021-05-24 19:27:13.000","2021-05-24"
"2020-05-13","2020-05-14","7497989-09","749798909","7497989","09","MD LI BLENDE SITZ AUSSEN 15 SCHWARZ","MDL LH FINISHER SEAT OUTSIDE 15 BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.2510","0.2510","KGM","0","Z_SERIE",,"A","Z","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000211026670","PTGP010","2020-05-14","2020-05-14 22:33:20.000","2021-05-24","2021-05-24 19:10:46.000","2021-05-24"
